FID;Shape *;AU_Unidad;Tramo;T1;T2;T3;T4;T5;T6;T7;T8;T9;sector;km2;Franja;F1;F2;F3;F4;nearX;nearY;COUNT_AVEN;LINK_2010;RC_DistAU;RCD_AUInv;RC_DistAV;RC_DistSb;RC_DistEV;RC_DistAc;RCD_ACInv;RC_PCol_H;LINK__2011;DENS10;POB10;VARON;MUJER;VIV10;HOG10;NBI10;NBI_H10;NO_VIV10;Z_NBI10;Z_BARON;Z_MUJER;Z_NBIH10;Z_NEDU10;Z_DESO10;Z_OCUP10;Z_INMI10;Z_NTEN10;NO_EDU10;DESOC10;OCUP10;INMIG10;NO_TEN10;HA_RC;MENOR17;PEA65;ADULTMAY;Z_MENOR17;Z_PEA65;Z_ADULTMAY;VIV1HOG;VIVMAS1HOG;NBI10_HA;INMIG10_HA;NO_TEN10_HA
1275;Point;1325;1;1;0;0;0;0;0;0;0;0;NORTE;0,006038;4;0;0;0;1;107496,7965;101981,9321;1;20011503;796,778002;0,001255055;25,112288;171,556844;0;796,778002;0,001255055;3;20011503;64,40678;418;176;242;435;200;1;0;1,0005;0,002392;0,421053;0,578947;0;0,017157;0,0378;0,7427;0,1842;0,16;7,171567;15,8004;310,4486;76,9956;32;6,485504;59;309;50;0,141148;0,739234;0,119617;198;1;0,154190021;11,87195321;4,934080682
1276;Point;1326;1;1;0;0;0;0;0;0;0;0;NORTE;0,003372;4;0;0;0;1;107535,0877;101990,2169;1;20011503;801,937428;0,00124698;13,918819;159,395656;0;801,937428;0,00124698;3;20011503;64,40678;418;176;242;435;200;1;0;1,0005;0,002392;0,421053;0,578947;0;0,017157;0,0378;0,7427;0,1842;0,16;7,171567;15,8004;310,4486;76,9956;32;6,485504;59;309;50;0,141148;0,739234;0,119617;198;1;0,154190021;11,87195321;4,934080682
1277;Point;1327;1;1;0;0;0;0;0;0;0;0;NORTE;0,004781;4;0;0;0;1;107568,5642;101991,9649;1;20011503;802,4844;0,00124613;19,590248;150,830773;0;802,4844;0,00124613;3;20011503;64,40678;418;176;242;435;200;1;0;1,0005;0,002392;0,421053;0,578947;0;0,017157;0,0378;0,7427;0,1842;0,16;7,171567;15,8004;310,4486;76,9956;32;6,485504;59;309;50;0,141148;0,739234;0,119617;198;1;0,154190021;11,87195321;4,934080682
1278;Point;1328;1;1;0;0;0;0;0;0;0;0;NORTE;0,016679;4;0;0;0;1;107655,9734;101997,6764;0;20011503;811,616285;0,001232109;107,176268;163,579362;73,113935;811,616285;0,001232109;0;20011503;64,40678;418;176;242;435;200;1;0;1,0005;0,002392;0,421053;0,578947;0;0,017157;0,0378;0,7427;0,1842;0,16;7,171567;15,8004;310,4486;76,9956;32;6,485504;59;309;50;0,141148;0,739234;0,119617;198;1;0,154190021;11,87195321;4,934080682
1653;Point;1703;9;0;0;0;0;0;0;0;0;1;NORTE;0;4;0;0;0;1;100463,1289;100047,4722;0;20071002;961,624711;0,001039907;103,954709;279,585278;416,424683;961,624711;0,001039907;0;20071002;242,038217;380;160;220;239;185;0,999;0;1,0038;0,002629;0,421053;0,578947;0;0,026954;0,04;0,6409;0,0921;0,0865;10,242588;15,2;243,542;34,998;16,0025;1,568539;51;231;98;0,134211;0,607895;0,257895;171;7;0,636898413;22,31248315;10,20216902
1665;Point;1715;9;0;0;0;0;0;0;0;0;1;NORTE;0;4;0;0;0;1;100333,8603;100154,2556;1;20071002;1118,63929;0,000893943;0,028026;302,066198;307,021019;1118,63929;0,000893943;15;20071002;242,038217;380;160;220;239;185;0,999;0;1,0038;0,002629;0,421053;0,578947;0;0,026954;0,04;0,6409;0,0921;0,0865;10,242588;15,2;243,542;34,998;16,0025;1,568539;51;231;98;0,134211;0,607895;0,257895;171;7;0,636898413;22,31248315;10,20216902
1672;Point;1722;9;0;0;0;0;0;0;0;0;1;NORTE;0,015687;4;0;0;0;1;100390,035;100098,3576;2;20071002;1041,805829;0,000959872;53,173549;286,670154;349,23899;1041,805829;0,000959872;1;20071002;242,038217;380;160;220;239;185;0,999;0;1,0038;0,002629;0,421053;0,578947;0;0,026954;0,04;0,6409;0,0921;0,0865;10,242588;15,2;243,542;34,998;16,0025;1,568539;51;231;98;0,134211;0,607895;0,257895;171;7;0,636898413;22,31248315;10,20216902
1052;Point;1102;6;0;0;0;0;0;1;0;0;0;NORTE;0,018004;4;0;0;0;1;103155,3382;101013,4273;1;20061905;983,450373;0,001016828;64,806081;549,098268;308,210059;988,588119;0,001011544;1;20061905;415,555556;748;315;433;386;305;0;0;0;0;0,421123;0,578877;0;0,032922;0,0576;0,6727;0,0922;0,1148;24,625514;43,0848;503,1796;68,9656;35,014;1,799791;120;452;176;0,160428;0,604278;0,235294;301;2;0;38,31867145;19,4544811
1654;Point;1704;9;0;0;0;0;0;0;0;0;1;NORTE;0;4;0;0;0;1;100468,0251;100049,3731;0;20071003;960,998743;0,001040584;109,206436;275,491409;416,165039;960,998743;0,001040584;0;20071003;356,363636;588;248;340;320;254;3,9878;2,9972;0;0,006782;0,421769;0,578231;0,0118;0,034965;0,0328;0,6982;0,0714;0,1496;20,559438;19,2864;410,5416;41,9832;37,9984;1,652896;104;373;111;0,176871;0,634354;0,188776;250;2;2,412613982;25,39978317;22,98898418
1655;Point;1705;9;0;0;0;0;0;0;0;0;1;NORTE;0,000001;4;0;0;0;1;100555,5592;100083,5347;0;20071003;954,789944;0,001047351;119,248142;210,967974;415,95411;954,789944;0,001047351;0;20071003;356,363636;588;248;340;320;254;3,9878;2,9972;0;0,006782;0,421769;0,578231;0,0118;0,034965;0,0328;0,6982;0,0714;0,1496;20,559438;19,2864;410,5416;41,9832;37,9984;1,652896;104;373;111;0,176871;0,634354;0,188776;250;2;2,412613982;25,39978317;22,98898418
1679;Point;1729;9;0;0;0;0;0;0;0;0;1;NORTE;0,016537;4;0;0;0;1;100485,7782;100141,239;1;20071003;1035,535259;0,000965684;79,284479;189,267354;450,753859;1035,535259;0,000965684;1;20071003;356,363636;588;248;340;320;254;3,9878;2,9972;0;0,006782;0,421769;0,578231;0,0118;0,034965;0,0328;0,6982;0,0714;0,1496;20,559438;19,2864;410,5416;41,9832;37,9984;1,652896;104;373;111;0,176871;0,634354;0,188776;250;2;2,412613982;25,39978317;22,98898418
1680;Point;1730;9;0;0;0;0;0;0;0;0;1;NORTE;0,000005;4;0;0;0;1;100487,3726;100230,657;1;20071003;1116,806159;0,000895411;0,067814;130,592546;476,086242;1116,806159;0,000895411;15;20071003;356,363636;588;248;340;320;254;3,9878;2,9972;0;0,006782;0,421769;0,578231;0,0118;0,034965;0,0328;0,6982;0,0714;0,1496;20,559438;19,2864;410,5416;41,9832;37,9984;1,652896;104;373;111;0,176871;0,634354;0,188776;250;2;2,412613982;25,39978317;22,98898418
1716;Point;1766;8;0;0;0;0;0;0;0;1;0;NORTE;0,000011;4;0;0;0;1;100925,6083;100439,321;1;20061301;1226,699779;0,000815195;0,114096;354,810569;772,846031;1239,204832;0,000806969;15;20061301;253,308824;689;291;398;418;307;3,0086;1,9955;1,0032;0,004367;0,422351;0,577649;0,0065;0,029762;0,0205;0,7033;0,0668;0,1042;20,505949;14,1245;484,5737;46,0252;31,9894;2,719387;97;456;136;0,140784;0,661829;0,197388;299;4;1,106352277;16,92484372;11,76345993
1720;Point;1770;8;0;0;0;0;0;0;0;1;0;NORTE;0,000019;4;0;0;0;1;100976,3864;100463,1673;1;20061301;1246,471898;0,000802264;0,118452;406,248934;810,750119;1264,38344;0,000790899;5;20061301;253,308824;689;291;398;418;307;3,0086;1,9955;1,0032;0,004367;0,422351;0,577649;0,0065;0,029762;0,0205;0,7033;0,0668;0,1042;20,505949;14,1245;484,5737;46,0252;31,9894;2,719387;97;456;136;0,140784;0,661829;0,197388;299;4;1,106352277;16,92484372;11,76345993
1721;Point;1771;8;0;0;0;0;0;0;0;1;0;NORTE;0,027148;4;0;0;0;1;100968,2257;100385,9474;1;20061301;1170,029657;0,000854679;66,314146;376,659884;735,189245;1186,877262;0,000842547;3;20061301;253,308824;689;291;398;418;307;3,0086;1,9955;1,0032;0,004367;0,422351;0,577649;0,0065;0,029762;0,0205;0,7033;0,0668;0,1042;20,505949;14,1245;484,5737;46,0252;31,9894;2,719387;97;456;136;0,140784;0,661829;0,197388;299;4;1,106352277;16,92484372;11,76345993
1079;Point;1129;3;0;0;1;0;0;0;0;0;0;NORTE;0,013605;3;0;0;1;0;105661,8491;101111,4289;1;20032403;637,649501;0,00156826;58,343423;433,453792;212,396108;637,649501;0,00156826;1;20032403;271,25;651;275;376;362;276;4,002;0;3,982;0,006147;0,422427;0,577573;0;0,018809;0,0836;0,6268;0,1152;0,1884;12,244516;54,4236;408,0468;74,9952;51,9984;2,396743;97;396;158;0,149002;0,608295;0,242704;269;3;1,669766012;31,29046377;21,69544252
1082;Point;1132;3;0;0;1;0;0;0;0;0;0;NORTE;0,010408;3;0;0;1;0;105763,0839;101118,1557;1;20032403;633,454133;0,001578646;60,098033;467,007292;285,907809;633,454133;0,001578646;3;20032403;271,25;651;275;376;362;276;4,002;0;3,982;0,006147;0,422427;0,577573;0;0,018809;0,0836;0,6268;0,1152;0,1884;12,244516;54,4236;408,0468;74,9952;51,9984;2,396743;97;396;158;0,149002;0,608295;0,242704;269;3;1,669766012;31,29046377;21,69544252
1393;Point;1443;6;0;0;0;0;0;1;0;0;0;NORTE;0,022207;3;0;0;1;0;103205,5957;100701,8449;3;20062106;667,855024;0,001497331;65,173814;474,22874;568,102816;696,441772;0,00143587;1;20062106;235,585586;523;221;302;292;231;2,0097;2,0097;0;0,003843;0,422562;0,577438;0,0087;0,023715;0,0269;0,7181;0,0822;0,1385;12,403165;14,0687;375,5663;42,9906;31,9935;2,217365;90;350;83;0,172084;0,669216;0,1587;227;2;0,906346046;19,38814764;14,42861234
1281;Point;1331;2;0;1;0;0;0;0;0;0;0;NORTE;0,015884;4;0;0;0;1;107135,485;102082,4579;0;20011605;997,671857;0,001002334;126,038309;165,911816;187,877265;997,671857;0,001002334;1;20011605;300;477;202;275;291;208;49,0048;12,0016;43,0098;0,102735;0,42348;0,57652;0,0577;0,054705;0,0347;0,7866;0,1992;0,125;26,094094;16,5519;375,2082;95,0184;26;1,586569;104;331;42;0,218029;0,69392;0,08805;194;6;30,88727941;59,88923268;16,38756335
1756;Point;1806;7;0;0;0;0;0;0;1;0;0;NORTE;0,000002;4;0;0;0;1;102370,3009;100889,4807;0;20061802;996,958238;0,001003051;198,786926;342,541119;367,223401;1007,193252;0,000992858;1;20061802;197,096774;611;259;352;308;256;1,9968;0,9984;0,9856;0,003268;0,423895;0,576105;0,0039;0,02314;0,0382;0,6374;0,072;0,125;14,138845;23,3402;389,4514;43,992;32;3,094794;74;344;193;0,121113;0,563011;0,315876;228;14;0,645212573;14,2148395;10,33994508
1760;Point;1810;7;0;0;0;0;0;0;1;0;0;NORTE;0;4;0;0;0;1;102546,3614;100980,6858;1;20061802;1044,361392;0,000957523;3,561712;251,888352;184,247516;1044,361392;0,000957523;5;20061802;197,096774;611;259;352;308;256;1,9968;0,9984;0,9856;0,003268;0,423895;0,576105;0,0039;0,02314;0,0382;0,6374;0,072;0,125;14,138845;23,3402;389,4514;43,992;32;3,094794;74;344;193;0,121113;0,563011;0,315876;228;14;0,645212573;14,2148395;10,33994508
1767;Point;1817;7;0;0;0;0;0;0;1;0;0;NORTE;0,011768;4;0;0;0;1;102362,1257;100969,2144;0;20061802;1076,772178;0,000928702;170,821669;269,763558;325,104495;1085,310711;0,000921395;1;20061802;197,096774;611;259;352;308;256;1,9968;0,9984;0,9856;0,003268;0,423895;0,576105;0,0039;0,02314;0,0382;0,6374;0,072;0,125;14,138845;23,3402;389,4514;43,992;32;3,094794;74;344;193;0,121113;0,563011;0,315876;228;14;0,645212573;14,2148395;10,33994508
1770;Point;1820;7;0;0;0;0;0;0;1;0;0;NORTE;0,019163;4;0;0;0;1;102463,981;101010,2931;1;20061802;1096,225066;0,000912221;73,39951;208,561085;217,662426;1096,225066;0,000912221;3;20061802;197,096774;611;259;352;308;256;1,9968;0,9984;0,9856;0,003268;0,423895;0,576105;0,0039;0,02314;0,0382;0,6374;0,072;0,125;14,138845;23,3402;389,4514;43,992;32;3,094794;74;344;193;0,121113;0,563011;0,315876;228;14;0,645212573;14,2148395;10,33994508
1210;Point;1260;2;0;1;0;0;0;0;0;0;0;NORTE;0,010322;4;0;0;0;1;106628,8736;101551,0209;1;20011805;825,849798;0,001210874;59,129043;687,050956;478,904546;825,849798;0,001210874;3;20011805;278,087649;698;296;402;359;274;26,989;6,987;17,9859;0,038666;0,424069;0,575931;0,0255;0,025223;0,0434;0,6728;0,1461;0,1095;17,60534;30,2932;469,6144;101,9778;30,003;2,50958;101;471;126;0,144699;0,674785;0,180516;258;7;10,75438918;40,63540513;11,95538696
1235;Point;1285;2;0;1;0;0;0;0;0;0;0;NORTE;0,014776;4;0;0;0;1;106627,9353;101655,9356;2;20011805;929,727592;0,001075584;60,588212;584,899282;502,683579;929,727592;0,001075584;1;20011805;278,087649;698;296;402;359;274;26,989;6,987;17,9859;0,038666;0,424069;0,575931;0,0255;0,025223;0,0434;0,6728;0,1461;0,1095;17,60534;30,2932;469,6144;101,9778;30,003;2,50958;101;471;126;0,144699;0,674785;0,180516;258;7;10,75438918;40,63540513;11,95538696
1789;Point;1839;5;0;0;0;0;1;0;0;0;0;NORTE;0,014404;4;0;0;0;1;103253,6796;101160,2487;1;20051705;1113,877037;0,000897765;56,386959;428,058455;360,007596;1151,712388;0,000868272;1;20051705;319,230769;747;317;430;389;309;2,0085;2,0085;0;0,002689;0,424364;0,575636;0,0065;0,026499;0,0487;0,6585;0,0723;0,1068;19,794977;36,3789;491,8995;54,0081;33,0012;2,340762;127;456;164;0,170013;0,610442;0,219545;303;3;0,858053916;23,07287114;14,09848588
1790;Point;1840;5;0;0;0;0;1;0;0;0;0;NORTE;0,00903;4;0;0;0;1;103344,4263;101169,2411;0;20051705;1109,169167;0,000901576;147,354906;460,741212;450,433893;1164,106712;0,000859028;1;20051705;319,230769;747;317;430;389;309;2,0085;2,0085;0;0,002689;0,424364;0,575636;0,0065;0,026499;0,0487;0,6585;0,0723;0,1068;19,794977;36,3789;491,8995;54,0081;33,0012;2,340762;127;456;164;0,170013;0,610442;0,219545;303;3;0,858053916;23,07287114;14,09848588
1752;Point;1802;7;0;0;0;0;0;0;1;0;0;NORTE;0;3;0;0;1;0;101805,0673;100870,6519;1;20061502;1129,749293;0,000885152;0,011809;250,420297;177,770399;1294,079065;0,00077275;1;20061502;593,238434;1667;708;959;983;770;0;0;0;0;0,424715;0,575285;0;0,026429;0,0327;0,7014;0,0702;0,1494;44,05716;54,5109;1169,2338;117,0234;115,038;2,80659;249;1101;317;0,14937;0,660468;0,190162;734;17;0;41,69593706;40,98853057
1754;Point;1804;7;0;0;0;0;0;0;1;0;0;NORTE;0,024804;4;0;0;0;1;101848,2655;100781,6127;2;20061502;1030,860904;0,000970063;72,916406;270,589509;273,148402;1200,381974;0,000833068;1;20061502;593,238434;1667;708;959;983;770;0;0;0;0;0,424715;0,575285;0;0,026429;0,0327;0,7014;0,0702;0,1494;44,05716;54,5109;1169,2338;117,0234;115,038;2,80659;249;1101;317;0,14937;0,660468;0,190162;734;17;0;41,69593706;40,98853057
1755;Point;1805;7;0;0;0;0;0;0;1;0;0;NORTE;0,000001;3;0;0;1;0;101826,1274;100881,3373;1;20061502;1131,302712;0,000883937;0,011852;226,804704;171,018959;1287,357291;0,000776785;1;20061502;593,238434;1667;708;959;983;770;0;0;0;0;0,424715;0,575285;0;0,026429;0,0327;0,7014;0,0702;0,1494;44,05716;54,5109;1169,2338;117,0234;115,038;2,80659;249;1101;317;0,14937;0,660468;0,190162;734;17;0;41,69593706;40,98853057
1763;Point;1813;6;0;0;0;0;0;1;0;0;0;NORTE;0,000006;4;0;0;0;1;102743,933;101016,5259;0;20061901;1010,501132;0,000989608;195,724614;345,102805;137,353922;1010,501132;0,000989608;0;20061901;647,445255;887;377;510;474;385;13,013;3,003;11,9922;0,014671;0,425028;0,574972;0,0078;0,028769;0,0305;0,6435;0,1026;0,1195;25,517837;27,0535;570,7845;91,0062;46,0075;1,37405;123;538;226;0,13867;0,606539;0,254791;377;4;9,470543284;66,23208762;33,4831338
1777;Point;1827;6;0;0;0;0;0;1;0;0;0;NORTE;0,013766;4;0;0;0;1;102708,5542;101076,1568;0;20061901;1077,237611;0,0009283;179,693528;282,828139;73,290288;1077,237611;0,0009283;0;20061901;647,445255;887;377;510;474;385;13,013;3,003;11,9922;0,014671;0,425028;0,574972;0,0078;0,028769;0,0305;0,6435;0,1026;0,1195;25,517837;27,0535;570,7845;91,0062;46,0075;1,37405;123;538;226;0,13867;0,606539;0,254791;377;4;9,470543284;66,23208762;33,4831338
895;Point;945;2;0;1;0;0;0;0;0;0;0;SUR;0,011679;2;0;1;0;0;107044,1186;100538,3025;0;20012804;131,355915;0,007612904;217,646458;258,779065;220,801174;131,355915;0,007612904;3;20012804;199,096386;661;281;380;320;280;61,992;14;52,992;0,093785;0,425113;0,574887;0,05;0,026604;0,0526;0,684;0,2073;0,3464;17,58529;34,7686;452,124;137,0253;96,992;3,315051;114;391;156;0,172466;0,591528;0,236006;262;9;18,70016479;41,33429621;29,25807175
928;Point;978;2;0;1;0;0;0;0;0;0;0;SUR;0,009424;2;0;1;0;0;107043,5991;100621,5898;0;20012804;52,477785;0,019055682;134,50548;189,965125;208,701543;52,477785;0,019055682;0;20012804;199,096386;661;281;380;320;280;61,992;14;52,992;0,093785;0,425113;0,574887;0,05;0,026604;0,0526;0,684;0,2073;0,3464;17,58529;34,7686;452,124;137,0253;96,992;3,315051;114;391;156;0,172466;0,591528;0,236006;262;9;18,70016479;41,33429621;29,25807175
1363;Point;1413;2;0;1;0;0;0;0;0;0;0;SUR;0,003495;2;0;1;0;0;107044,3116;100673,2214;0;20012804;4,290357;0,233080837;83,032622;153,802675;199,672165;4,290357;0,233080837;1;20012804;199,096386;661;281;380;320;280;61,992;14;52,992;0,093785;0,425113;0,574887;0,05;0,026604;0,0526;0,684;0,2073;0,3464;17,58529;34,7686;452,124;137,0253;96,992;3,315051;114;391;156;0,172466;0,591528;0,236006;262;9;18,70016479;41,33429621;29,25807175
1378;Point;1428;2;0;1;0;0;0;0;0;0;0;NORTE;0,00857;2;0;1;0;0;107042,1868;100721,6234;1;20012804;22,867234;0,043730693;34,595721;132,412011;200,156568;23,506645;0,042541162;1;20012804;199,096386;661;281;380;320;280;61,992;14;52,992;0,093785;0,425113;0,574887;0,05;0,026604;0,0526;0,684;0,2073;0,3464;17,58529;34,7686;452,124;137,0253;96,992;3,315051;114;391;156;0,172466;0,591528;0,236006;262;9;18,70016479;41,33429621;29,25807175
1678;Point;1728;9;0;0;0;0;0;0;0;0;1;NORTE;0,000032;4;0;0;0;1;100744,3173;100202,1038;1;20071102;1016,875716;0,000983404;99,867603;164,670895;506,066094;1016,875716;0,000983404;0;20071102;444,845361;863;367;496;534;402;0;0;0;0;0,425261;0,574739;0;0,015348;0,0409;0,6684;0,0707;0,194;13,245574;35,2967;576,8292;61,0141;77,988;1,935917;133;525;205;0,154114;0,608343;0,237543;396;3;0;31,51689871;40,28478494
1702;Point;1752;9;0;0;0;0;0;0;0;0;1;NORTE;0,000022;4;0;0;0;1;100635,6191;100303,4406;3;20071102;1138,820752;0,000878101;0,140279;34,564956;610,747075;1138,820752;0,000878101;5;20071102;444,845361;863;367;496;534;402;0;0;0;0;0,425261;0,574739;0;0,015348;0,0409;0,6684;0,0707;0,194;13,245574;35,2967;576,8292;61,0141;77,988;1,935917;133;525;205;0,154114;0,608343;0,237543;396;3;0;31,51689871;40,28478494
1707;Point;1757;9;0;0;0;0;0;0;0;0;1;NORTE;0,019316;4;0;0;0;1;100693,5126;100253,597;3;20071102;1077,073703;0,000928442;69,454934;95,893386;556,619618;1077,073703;0,000928442;3;20071102;444,845361;863;367;496;534;402;0;0;0;0;0,425261;0,574739;0;0,015348;0,0409;0,6684;0,0707;0,194;13,245574;35,2967;576,8292;61,0141;77,988;1,935917;133;525;205;0,154114;0,608343;0,237543;396;3;0;31,51689871;40,28478494
1204;Point;1254;3;0;0;1;0;0;0;0;0;0;NORTE;0,010873;4;0;0;0;1;106364,8803;101529,3248;0;20032005;886,381344;0,001128183;164,197907;701,263725;740,512023;886,381344;0,001128183;1;20032005;442,201835;482;205;277;268;232;21,9936;1,9952;22,0028;0,04563;0,425311;0,574689;0,0086;0,017241;0,0464;0,6809;0,1224;0,181;8,310345;22,3648;328,1938;58,9968;41,992;1,085395;73;322;87;0,151452;0,66805;0,180498;219;6;20,26322214;54,3551426;38,6882195
1230;Point;1280;3;0;0;1;0;0;0;0;0;0;NORTE;0,016183;4;0;0;0;1;106361,8926;101632,4487;1;20032002;981,014436;0,001019353;61,227769;600,300643;676,025316;981,014436;0,001019353;1;20032002;543,209877;880;375;505;478;444;38,9832;7,0152;22,9918;0,044299;0,426136;0,573864;0,0158;0,012761;0,0451;0,6927;0,1534;0,1802;11,229698;39,688;609,576;134,992;80,0088;1,619697;84;608;188;0,095455;0,690909;0,213636;380;24;24,06820535;83,34398347;49,39738729
1024;Point;1074;6;0;0;0;0;0;1;0;0;0;NORTE;0,01753;4;0;0;0;1;102870,9093;100976,7828;0;20061907;947,171143;0,001055775;248,38952;473,157764;194,784562;947,171143;0,001055775;1;20061907;552;966;412;554;513;444;7,0152;3,996;2,0007;0,007262;0,426501;0,573499;0,009;0,034079;0,0344;0,6775;0,0673;0,0946;32,92013;33,2304;654,465;65,0118;42,0024;1,750107;171;618;177;0,177019;0,639752;0,18323;436;4;4,008440627;37,14732871;23,99990401
839;Point;889;5;0;0;0;0;1;0;0;0;0;NORTE;0,010737;3;0;0;1;0;103375,7466;100414,3986;3;20051810;358,156744;0,002792074;48,665335;167,187061;901,911642;535,134675;0,001868688;3;20051810;340,833333;818;349;469;406;344;14,9984;4,988;4,9938;0,018335;0,42665;0,57335;0,0145;0,028894;0,0426;0,7112;0,1333;0,1221;23,635676;34,8468;581,7616;109,0394;42,0024;2,395582;159;531;128;0,194377;0,649144;0,156479;304;17;6,26085853;45,51687231;17,53327584
842;Point;892;5;0;0;0;0;1;0;0;0;0;NORTE;0,013175;3;0;0;1;0;103497,1645;100423,4129;1;20051810;348,87427;0,002866362;49,385872;229,066486;965,138629;469,167804;0,002131434;1;20051810;340,833333;818;349;469;406;344;14,9984;4,988;4,9938;0,018335;0,42665;0,57335;0,0145;0,028894;0,0426;0,7112;0,1333;0,1221;23,635676;34,8468;581,7616;109,0394;42,0024;2,395582;159;531;128;0,194377;0,649144;0,156479;304;17;6,26085853;45,51687231;17,53327584
917;Point;967;4;0;0;0;1;0;0;0;0;0;NORTE;0,016249;3;0;0;1;0;104918,0253;100566,1638;1;20032601;281,206142;0,00355611;58,809804;60,990854;184,180301;381,956175;0,002618101;1;20032601;275,229358;900;384;516;461;398;60,0184;0,995;26,0004;0,066687;0,426667;0,573333;0,0025;0,034522;0,0359;0,7336;0,0822;0,0854;31,070196;32,31;660,24;73,98;33,9892;3,263902;154;581;165;0,171111;0,645556;0,183333;351;11;18,3885423;22,66612172;10,41367051
971;Point;1021;4;0;0;0;1;0;0;0;0;0;NORTE;0,0164;3;0;0;1;0;104907,6764;100684,6286;0;20032601;399,968755;0,002500195;177,609124;177,502008;218,133845;475,901849;0,002101274;1;20032601;275,229358;900;384;516;461;398;60,0184;0,995;26,0004;0,066687;0,426667;0,573333;0,0025;0,034522;0,0359;0,7336;0,0822;0,0854;31,070196;32,31;660,24;73,98;33,9892;3,263902;154;581;165;0,171111;0,645556;0,183333;351;11;18,3885423;22,66612172;10,41367051
1604;Point;1654;9;0;0;0;0;0;0;0;0;1;NORTE;0,000004;4;0;0;0;1;99074,14193;99698,61417;0;20070110;1591,800916;0,000628219;294,436318;372,619599;206,202845;1731,800368;0,000577434;5;20070110;177,165354;1125;480;645;481;419;50,9923;4,9861;15,0072;0,045326;0,426667;0,573333;0,0119;0,04304;0,0403;0,7387;0,1218;0,074;48,420326;45,3375;831,0375;137,025;31,006;6,351896;175;673;277;0,155556;0,598222;0,246222;354;11;8,027886477;21,57229904;4,881377151
1605;Point;1655;9;0;0;0;0;0;0;0;0;1;NORTE;0;4;0;0;0;1;99066,11102;99720,22657;0;20070110;1612,640488;0,000620101;317,485042;372,525284;183,155585;1747,985269;0,000572087;5;20070110;177,165354;1125;480;645;481;419;50,9923;4,9861;15,0072;0,045326;0,426667;0,573333;0,0119;0,04304;0,0403;0,7387;0,1218;0,074;48,420326;45,3375;831,0375;137,025;31,006;6,351896;175;673;277;0,155556;0,598222;0,246222;354;11;8,027886477;21,57229904;4,881377151
1609;Point;1659;9;0;0;0;0;0;0;0;0;1;NORTE;0,000002;4;0;0;0;1;99079,1415;99725,66427;0;20070110;1607,201631;0,000622199;317,682327;358,438078;182,504632;1738,408538;0,000575239;5;20070110;177,165354;1125;480;645;481;419;50,9923;4,9861;15,0072;0,045326;0,426667;0,573333;0,0119;0,04304;0,0403;0,7387;0,1218;0,074;48,420326;45,3375;831,0375;137,025;31,006;6,351896;175;673;277;0,155556;0,598222;0,246222;354;11;8,027886477;21,57229904;4,881377151
1610;Point;1660;9;0;0;0;0;0;0;0;0;1;NORTE;0,017766;4;0;0;0;1;99145,58658;99661,77995;0;20070110;1515,04348;0,000660047;233,657674;326,396295;265,477842;1651,562926;0,000605487;1;20070110;177,165354;1125;480;645;481;419;50,9923;4,9861;15,0072;0,045326;0,426667;0,573333;0,0119;0,04304;0,0403;0,7387;0,1218;0,074;48,420326;45,3375;831,0375;137,025;31,006;6,351896;175;673;277;0,155556;0,598222;0,246222;354;11;8,027886477;21,57229904;4,881377151
1615;Point;1665;9;0;0;0;0;0;0;0;0;1;NORTE;0,019697;4;0;0;0;1;99252,00625;99694,75725;0;20070110;1465,770812;0,000682235;206,904312;221,435763;272,080817;1569,161761;0,000637283;1;20070110;177,165354;1125;480;645;481;419;50,9923;4,9861;15,0072;0,045326;0,426667;0,573333;0,0119;0,04304;0,0403;0,7387;0,1218;0,074;48,420326;45,3375;831,0375;137,025;31,006;6,351896;175;673;277;0,155556;0,598222;0,246222;354;11;8,027886477;21,57229904;4,881377151
